student_id,school_id,school_type,gender,marriage_status,physical_disability,district,area_type,wealth_level,age,distance_to_school,library_access,internet_access,attendance_rate,academic_score,class_repetition,education_level,dropout
STU-008141,SCH-477,Public,Female,Single,0,Chitwan,Rural,Second,11,1.82,0,0,60%,2.8,0,Lower Secondary,0
STU-003259,SCH-005,Public,Female,Single,0,Sindhupalchok,Rural,Second,7,1.41,0,0,40%,1.6,0,Primary,1
STU-001874,SCH-384,Public,Male,Single,0,Dhading,Rural,Richest,10,1.92,1,0,49%,2,0,Lower Secondary,1
STU-004028,SCH-158,Public,Female,Single,0,Nuwakot,Rural,Poorest,5,0.3,0,0,54%,1.6,0,Primary,1
STU-005489,SCH-183,Public,Female,Single,0,Dolakha,Urban,Fourth,10,0.54,1,1,94%,3.2,2,Lower Secondary,0
STU-008038,SCH-287,Public,Female,Single,1,Lalitpur,Urban,Fourth,9,1.26,1,1,63%,2.4,1,Primary,0
STU-009233,SCH-270,Public,Male,Single,0,Sindhuli,Rural,Middle,12,2.55,0,0,78%,2.8,1,Lower Secondary,0
STU-000490,SCH-476,Private,Female,Single,0,Lalitpur,Rural,Middle,13,5.03,1,1,64%,2,1,Upper Secondary,1
STU-000494,SCH-005,Public,Male,Single,0,Ramechhap,Urban,Middle,7,0.76,1,1,55%,2.4,0,Primary,1
STU-000603,SCH-021,Public,Male,Single,0,Nuwakot,Rural,Second,11,0.85,0,1,58%,2.4,0,Lower Secondary,1
STU-004371,SCH-464,Private,Female,Single,0,Dhading,Rural,Poorest,13,1.67,0,1,44%,2,1,Upper Secondary,1
STU-008462,SCH-500,Private,Female,Single,0,Lalitpur,Rural,Second,14,2.42,0,0,69%,2.8,0,Upper Secondary,0
STU-001527,SCH-427,Public,Male,Single,0,Ramechhap,Rural,Second,5,1.17,1,0,52%,2.4,1,Primary,1
STU-001552,SCH-443,Private,Female,Single,0,Nuwakot,Rural,Richest,10,3.23,1,0,55%,2,1,Lower Secondary,1
STU-007770,SCH-299,Public,Male,Single,0,Sindhuli,Rural,Middle,14,2.49,0,1,78%,3.2,1,Upper Secondary,0
STU-001338,SCH-081,Public,Male,Single,1,Chitwan,Rural,Poorest,6,0.46,1,0,40%,1.6,0,Primary,1
STU-002347,SCH-055,Private,Female,Single,0,Sindhuli,Rural,Poorest,10,1.17,0,1,40%,1.6,0,Lower Secondary,1
STU-009283,SCH-288,Public,Male,Single,0,Chitwan,Rural,Poorest,9,1.29,1,1,74%,3.2,0,Primary,0
STU-002785,SCH-200,Public,Female,Single,0,Nuwakot,Rural,Fourth,8,0.93,0,0,48%,2,0,Primary,1
STU-007631,SCH-106,Public,Male,Single,0,Dhading,Rural,Middle,9,0.79,0,1,74%,3.2,0,Primary,0
STU-002087,SCH-272,Public,Male,Single,0,Chitwan,Rural,Second,12,2.3,0,0,40%,1.6,0,Lower Secondary,1
STU-004018,SCH-123,Private,Male,Single,0,Dhading,Rural,Middle,7,0.48,0,0,49%,2.4,0,Primary,1
STU-006059,SCH-142,Public,Female,Single,0,Bhaktapur,Urban,Richest,10,3.22,1,1,82%,3.2,1,Lower Secondary,0
STU-003857,SCH-456,Public,Male,Single,0,Sindhuli,Urban,Fourth,13,1.29,1,1,72%,2.8,0,Upper Secondary,1
STU-000860,SCH-342,Private,Female,Single,1,Kathmandu,Urban,Fourth,10,3.54,1,1,66%,2.4,0,Lower Secondary,1
STU-008595,SCH-145,Public,Female,Married,0,Dolakha,Rural,Middle,15,1.83,1,0,78%,2.8,0,Upper Secondary,0
STU-004463,SCH-093,Public,Male,Single,0,Bhaktapur,Rural,Middle,11,1.27,0,0,50%,2,0,Lower Secondary,1
STU-001365,SCH-479,Public,Female,Single,0,Dhading,Rural,Fourth,10,1.16,0,1,65%,2.4,0,Lower Secondary,1
STU-009222,SCH-319,Private,Female,Single,0,Dolakha,Rural,Poorest,12,2.64,0,0,72%,3.2,0,Lower Secondary,0
STU-007800,SCH-424,Private,Male,Single,0,Makwanpur,Urban,Richest,7,1.12,1,1,83%,3.6,0,Primary,0
STU-005286,SCH-187,Public,Female,Single,0,Lalitpur,Urban,Middle,5,0.25,0,1,84%,3.6,1,Primary,0
STU-000176,SCH-441,Private,Female,Single,0,Nuwakot,Rural,Poorest,8,0.17,0,0,52%,2,0,Primary,1
STU-001921,SCH-190,Private,Male,Single,0,Chitwan,Rural,Middle,11,3.46,0,1,70%,2,2,Lower Secondary,1
STU-000083,SCH-024,Public,Female,Single,0,Nuwakot,Rural,Richest,13,1.81,0,0,54%,2,0,Upper Secondary,1
STU-000817,SCH-394,Public,Male,Single,0,Sindhupalchok,Rural,Second,13,3.56,1,0,40%,2,0,Upper Secondary,1
STU-008602,SCH-120,Public,Male,Single,0,Kathmandu,Urban,Richest,7,0.66,1,1,96%,3.2,0,Primary,0
STU-004397,SCH-127,Private,Male,Single,0,Sindhupalchok,Rural,Second,13,5.93,0,0,40%,2,0,Upper Secondary,1
STU-004121,SCH-005,Public,Female,Single,0,Nuwakot,Rural,Fourth,10,3.63,0,1,61%,2.4,1,Lower Secondary,1
STU-007481,SCH-336,Public,Female,Single,1,Kathmandu,Urban,Middle,9,1.56,0,1,74%,2.8,0,Primary,0
STU-000610,SCH-053,Public,Female,Single,0,Sindhupalchok,Rural,Middle,16,1.08,0,0,57%,2.4,0,Upper Secondary,1
STU-002916,SCH-315,Public,Male,Single,0,Lalitpur,Rural,Middle,9,1.42,0,0,40%,2,0,Primary,1
STU-001814,SCH-047,Private,Male,Single,0,Nuwakot,Rural,Fourth,9,1.44,1,1,52%,2.4,0,Primary,1
STU-001272,SCH-175,Public,Male,Single,0,Nuwakot,Rural,Second,5,0.4,0,1,40%,2,0,Primary,1
STU-002995,SCH-063,Public,Female,Single,0,Sindhupalchok,Rural,Middle,12,2.22,1,1,65%,2.8,0,Lower Secondary,1
STU-007110,SCH-288,Public,Male,Single,0,Makwanpur,Rural,Middle,7,1.15,0,0,56%,3.2,0,Primary,0
STU-008614,SCH-191,Public,Female,Single,0,Dhading,Urban,Poorest,10,0.75,1,1,83%,3.6,1,Lower Secondary,0
STU-006554,SCH-376,Public,Female,Single,0,Ramechhap,Rural,Poorest,9,0.66,0,0,81%,2.8,0,Primary,0
STU-004509,SCH-355,Public,Male,Single,0,Makwanpur,Rural,Poorest,8,0.29,1,0,47%,1.6,0,Primary,1
STU-004196,SCH-283,Public,Male,Single,0,Sindhupalchok,Rural,Richest,7,1.28,0,0,40%,1.6,0,Primary,1
STU-004656,SCH-447,Public,Male,Single,0,Rasuwa,Rural,Middle,6,1.34,0,0,41%,1.6,0,Primary,1
STU-005254,SCH-322,Public,Male,Single,0,Rasuwa,Urban,Fourth,12,1.19,1,1,81%,3.6,0,Lower Secondary,0
STU-002415,SCH-078,Public,Male,Single,0,Ramechhap,Rural,Poorest,9,0.8,0,1,43%,2,0,Primary,1
STU-002196,SCH-286,Private,Female,Single,0,Dolakha,Rural,Poorest,6,0.12,0,0,40%,1.6,0,Primary,1
STU-005046,SCH-005,Public,Male,Single,0,Bhaktapur,Rural,Middle,11,2.43,0,0,81%,3.2,1,Lower Secondary,0
STU-002601,SCH-463,Public,Female,Single,0,Kathmandu,Urban,Richest,13,5.18,1,1,67%,2.4,0,Upper Secondary,1
STU-001519,SCH-116,Public,Female,Single,0,Dhading,Rural,Richest,6,1.19,0,1,55%,2,0,Primary,1
STU-004765,SCH-276,Public,Female,Single,0,Bhaktapur,Rural,Second,5,0.36,0,0,44%,1.6,0,Primary,1
STU-006583,SCH-214,Private,Male,Single,1,Rasuwa,Rural,Middle,12,3.09,1,0,76%,3.2,2,Lower Secondary,0
STU-007338,SCH-129,Public,Male,Single,0,Makwanpur,Rural,Richest,5,0.58,0,1,73%,3.2,0,Primary,0
STU-009169,SCH-180,Private,Male,Single,0,Kathmandu,Rural,Fourth,13,5.35,0,0,89%,3.2,0,Upper Secondary,0
STU-006759,SCH-457,Public,Male,Single,0,Sindhuli,Rural,Fourth,7,1.11,0,0,93%,3.6,0,Primary,0
STU-005588,SCH-032,Public,Male,Single,0,Bhaktapur,Urban,Fourth,16,4.22,0,1,68%,3.6,0,Upper Secondary,0
STU-003546,SCH-165,Private,Female,Single,0,Lalitpur,Urban,Second,10,3.71,1,1,51%,2.8,0,Lower Secondary,1
STU-005966,SCH-226,Public,Male,Single,0,Nuwakot,Rural,Fourth,13,4.3,0,0,63%,2.8,0,Upper Secondary,0
STU-005993,SCH-420,Public,Female,Single,0,Nuwakot,Urban,Middle,9,1.1,0,1,71%,3.2,0,Primary,0
STU-005532,SCH-470,Private,Male,Single,0,Nuwakot,Rural,Fourth,5,1.38,0,1,75%,3.2,0,Primary,0
STU-006865,SCH-310,Public,Male,Single,0,Kathmandu,Urban,Fourth,8,1.58,1,1,90%,2.8,0,Primary,0
STU-000128,SCH-394,Private,Female,Single,0,Ramechhap,Rural,Richest,9,1.96,0,1,63%,2,0,Primary,1
STU-007970,SCH-312,Public,Female,Single,0,Chitwan,Rural,Fourth,9,1.31,0,0,90%,3.2,0,Primary,0
STU-004311,SCH-044,Public,Female,Single,0,Sindhupalchok,Urban,Poorest,10,3.89,0,1,51%,2,0,Lower Secondary,1
STU-002439,SCH-443,Public,Female,Single,0,Lalitpur,Rural,Fourth,10,3.02,0,0,71%,2.4,0,Lower Secondary,1
STU-003766,SCH-131,Public,Female,Single,0,Nuwakot,Rural,Middle,15,3.62,0,0,48%,2,1,Upper Secondary,1
STU-006877,SCH-487,Private,Male,Single,0,Sindhuli,Urban,Poorest,9,0.68,1,1,69%,3.2,0,Primary,0
STU-005841,SCH-212,Private,Female,Single,0,Nuwakot,Rural,Poorest,14,3.13,0,0,71%,3.2,0,Upper Secondary,0
STU-008843,SCH-249,Private,Male,Single,0,Ramechhap,Rural,Second,8,0.4,0,0,62%,2.8,0,Primary,0
STU-009771,SCH-315,Public,Male,Single,0,Rasuwa,Rural,Poorest,9,1.88,0,0,75%,2.4,0,Primary,0
STU-001474,SCH-443,Public,Female,Single,0,Chitwan,Rural,Middle,9,1.27,0,0,48%,2.4,0,Primary,1
STU-006916,SCH-460,Private,Female,Single,0,Nuwakot,Rural,Second,8,1.9,0,1,54%,3.2,0,Primary,0
STU-003952,SCH-288,Public,Female,Single,0,Sindhuli,Rural,Second,11,3.96,0,0,50%,2,0,Lower Secondary,1
STU-000050,SCH-391,Private,Female,Single,1,Makwanpur,Rural,Second,7,0.57,0,1,48%,1.6,0,Primary,1
STU-009898,SCH-096,Public,Male,Single,0,Rasuwa,Rural,Second,10,1.34,0,0,69%,2.8,1,Lower Secondary,0
STU-000888,SCH-431,Public,Female,Single,0,Dolakha,Rural,Richest,13,3.41,1,0,63%,2.4,0,Upper Secondary,1
STU-000517,SCH-361,Public,Male,Single,0,Dolakha,Rural,Fourth,14,1.27,0,1,63%,2.8,0,Upper Secondary,1
STU-002950,SCH-487,Private,Male,Single,0,Nuwakot,Rural,Poorest,13,4.89,0,0,40%,1.6,1,Upper Secondary,1
STU-001425,SCH-296,Private,Male,Single,0,Sindhupalchok,Rural,Second,8,0.81,0,0,42%,1.6,1,Primary,1
STU-002379,SCH-076,Public,Female,Single,0,Ramechhap,Urban,Richest,7,0.96,1,0,58%,2.4,0,Primary,1
STU-004691,SCH-303,Public,Male,Single,0,Sindhuli,Rural,Middle,12,3.05,1,1,47%,2,0,Lower Secondary,1
STU-007768,SCH-074,Public,Male,Single,0,Dhading,Rural,Second,6,0.19,0,0,57%,2.8,0,Primary,0
STU-007543,SCH-276,Private,Female,Married,0,Rasuwa,Rural,Poorest,15,1.98,1,0,52%,2.4,0,Upper Secondary,0
STU-003223,SCH-296,Public,Female,Single,1,Kathmandu,Rural,Fourth,5,1.39,0,1,50%,2,0,Primary,1
STU-000452,SCH-036,Private,Female,Single,0,Rasuwa,Rural,Fourth,10,0.97,1,0,59%,2,0,Lower Secondary,1
STU-008954,SCH-191,Public,Female,Single,0,Chitwan,Rural,Middle,7,0.57,0,0,66%,2.4,0,Primary,0
STU-004987,SCH-027,Private,Female,Single,1,Nuwakot,Rural,Poorest,12,3.34,0,0,40%,1.6,0,Lower Secondary,1
STU-002764,SCH-315,Public,Female,Single,0,Nuwakot,Rural,Fourth,7,0.14,1,1,41%,2.4,1,Primary,1
STU-000659,SCH-471,Private,Female,Single,0,Dolakha,Rural,Second,8,0.3,1,0,40%,2,0,Primary,1
STU-007677,SCH-419,Public,Female,Single,0,Dolakha,Urban,Fourth,15,1.55,1,1,85%,4,2,Upper Secondary,0
STU-004621,SCH-219,Public,Female,Single,0,Makwanpur,Rural,Poorest,7,0.31,0,1,40%,2,0,Primary,1
STU-002241,SCH-291,Public,Female,Single,0,Ramechhap,Rural,Richest,11,3.59,1,1,51%,2,0,Lower Secondary,1
STU-000993,SCH-094,Private,Female,Single,0,Bhaktapur,Urban,Richest,8,0.13,0,1,79%,2,1,Primary,1
STU-004998,SCH-361,Public,Female,Single,0,Sindhupalchok,Rural,Fourth,9,0.56,1,0,57%,2.8,0,Primary,1
STU-002973,SCH-059,Public,Female,Single,0,Ramechhap,Rural,Second,10,1.37,1,0,40%,1.6,0,Lower Secondary,1
STU-004770,SCH-290,Public,Male,Single,0,Kathmandu,Urban,Second,11,2.46,1,1,53%,2.4,0,Lower Secondary,1
STU-001825,SCH-449,Private,Female,Single,0,Chitwan,Rural,Fourth,11,0.59,1,1,45%,2,0,Lower Secondary,1
STU-000043,SCH-358,Public,Male,Single,0,Dolakha,Rural,Poorest,9,0.72,1,0,50%,2,0,Primary,1
STU-001152,SCH-195,Private,Male,Single,0,Bhaktapur,Urban,Middle,8,1.67,1,1,66%,2.8,0,Primary,1
STU-004288,SCH-489,Public,Male,Single,0,Sindhuli,Rural,Second,12,3.71,0,1,56%,2,0,Lower Secondary,1
STU-007776,SCH-262,Public,Male,Single,0,Dolakha,Urban,Richest,10,3.55,1,1,88%,3.6,1,Lower Secondary,0
STU-001904,SCH-333,Public,Female,Single,0,Bhaktapur,Urban,Second,13,4.13,1,1,70%,2,0,Upper Secondary,1
STU-009301,SCH-182,Public,Male,Single,0,Kathmandu,Urban,Second,9,1.29,1,1,72%,3.2,0,Primary,0
STU-001364,SCH-412,Public,Male,Single,0,Bhaktapur,Urban,Middle,13,2.86,0,0,58%,2.4,0,Upper Secondary,1
STU-007189,SCH-080,Public,Female,Single,0,Sindhuli,Rural,Richest,9,1.93,1,0,65%,3.2,0,Primary,0
STU-009316,SCH-484,Private,Female,Single,0,Sindhuli,Rural,Fourth,12,1.97,1,0,84%,2.8,0,Lower Secondary,0
STU-003665,SCH-342,Private,Female,Single,0,Kathmandu,Rural,Second,9,1.46,1,1,48%,2,0,Primary,1
STU-000509,SCH-451,Public,Male,Single,0,Ramechhap,Rural,Fourth,8,0.39,0,0,58%,2,2,Primary,1
STU-008300,SCH-291,Public,Female,Single,0,Makwanpur,Urban,Second,5,1.22,1,1,85%,2.8,0,Primary,0
STU-009740,SCH-269,Private,Female,Single,0,Dolakha,Urban,Richest,9,1.9,0,1,83%,3.6,0,Primary,0
STU-003495,SCH-246,Private,Female,Married,0,Sindhuli,Urban,Poorest,16,2.74,1,0,40%,2,0,Upper Secondary,1
STU-006445,SCH-292,Public,Male,Single,0,Rasuwa,Urban,Fourth,8,0.88,1,1,78%,3.2,1,Primary,0
STU-004991,SCH-372,Private,Female,Single,0,Rasuwa,Rural,Poorest,5,0.23,0,1,53%,2,0,Primary,1
STU-005311,SCH-040,Public,Male,Single,0,Sindhupalchok,Rural,Poorest,9,0.33,0,0,61%,2.8,0,Primary,0
STU-007297,SCH-276,Private,Female,Single,0,Sindhuli,Urban,Middle,8,0.9,0,1,92%,3.2,1,Primary,0
STU-008975,SCH-232,Public,Male,Single,0,Makwanpur,Rural,Richest,11,1.75,1,0,84%,3.2,0,Lower Secondary,0
STU-005755,SCH-363,Public,Male,Single,0,Bhaktapur,Urban,Middle,13,2.69,1,1,92%,3.2,0,Upper Secondary,0
STU-007691,SCH-118,Public,Male,Single,0,Dolakha,Urban,Second,8,0.11,0,0,69%,3.2,1,Primary,0
STU-002553,SCH-331,Private,Female,Single,0,Dolakha,Rural,Fourth,14,4.64,0,1,68%,2.4,0,Upper Secondary,1
STU-008034,SCH-282,Private,Male,Single,0,Makwanpur,Urban,Fourth,7,0.97,1,1,87%,3.6,0,Primary,0
STU-004087,SCH-376,Public,Male,Single,0,Ramechhap,Rural,Fourth,9,0.63,0,0,40%,2,0,Primary,1
STU-008743,SCH-388,Public,Male,Single,0,Chitwan,Rural,Fourth,12,1.3,0,0,55%,3.2,0,Lower Secondary,0
STU-000310,SCH-302,Private,Male,Single,0,Sindhupalchok,Rural,Poorest,10,0.8,0,0,40%,1.6,0,Lower Secondary,1
STU-003451,SCH-499,Public,Female,Single,0,Sindhuli,Rural,Poorest,6,1.39,0,0,42%,1.6,0,Primary,1
STU-000206,SCH-329,Public,Male,Single,0,Makwanpur,Rural,Poorest,7,1.61,1,0,61%,1.6,0,Primary,1
STU-001136,SCH-138,Public,Male,Single,0,Ramechhap,Rural,Poorest,8,0.51,0,0,45%,1.6,0,Primary,1
STU-003614,SCH-368,Public,Female,Single,0,Chitwan,Urban,Richest,11,1.09,1,1,69%,2.8,0,Lower Secondary,1
STU-000306,SCH-011,Public,Female,Single,0,Ramechhap,Rural,Richest,9,0.92,0,1,40%,2.4,0,Primary,1
STU-007670,SCH-193,Public,Male,Single,0,Dolakha,Rural,Fourth,7,1.9,0,0,59%,3.6,2,Primary,0
STU-001989,SCH-392,Public,Female,Single,0,Kathmandu,Urban,Middle,7,0.47,1,1,77%,2.8,0,Primary,1
STU-003241,SCH-235,Public,Male,Single,0,Sindhupalchok,Rural,Richest,9,0.72,0,0,40%,2,0,Primary,1
STU-004516,SCH-360,Private,Male,Single,0,Dhading,Rural,Poorest,9,0.91,1,0,40%,1.6,0,Primary,1
STU-005631,SCH-415,Public,Female,Single,1,Sindhupalchok,Rural,Middle,12,3.41,0,1,65%,3.2,0,Lower Secondary,0
STU-009373,SCH-336,Public,Male,Single,0,Kathmandu,Urban,Middle,7,0.62,1,0,75%,3.2,0,Primary,0
STU-003110,SCH-326,Public,Male,Single,0,Dhading,Urban,Poorest,12,3,0,1,46%,1.6,0,Lower Secondary,1
STU-004940,SCH-290,Public,Female,Single,0,Lalitpur,Urban,Poorest,11,0.95,1,1,67%,2.8,0,Lower Secondary,1
STU-007158,SCH-398,Private,Female,Single,0,Rasuwa,Rural,Poorest,6,0.78,1,0,77%,3.2,0,Primary,0
STU-000384,SCH-282,Public,Female,Single,0,Kathmandu,Urban,Middle,9,0.71,0,1,61%,2.8,0,Primary,1
STU-005635,SCH-393,Public,Male,Single,0,Sindhupalchok,Rural,Richest,8,1.61,1,1,84%,3.2,1,Primary,0
STU-009996,SCH-103,Public,Female,Single,0,Bhaktapur,Rural,Middle,11,0.59,0,0,70%,3.2,0,Lower Secondary,0
STU-002728,SCH-281,Public,Female,Single,0,Lalitpur,Urban,Middle,8,0.67,1,1,75%,2.4,0,Primary,1
STU-009900,SCH-060,Public,Female,Single,0,Sindhuli,Urban,Second,8,0.19,1,0,68%,3.2,0,Primary,0
STU-006038,SCH-223,Private,Female,Single,0,Bhaktapur,Urban,Fourth,10,1.73,1,1,86%,3.6,0,Lower Secondary,0
STU-004777,SCH-058,Public,Male,Single,0,Dolakha,Rural,Second,6,0.44,1,0,40%,1.6,1,Primary,1
STU-000254,SCH-414,Public,Female,Single,0,Rasuwa,Rural,Poorest,8,0.67,0,1,49%,1.6,0,Primary,1
STU-009591,SCH-186,Public,Female,Single,0,Makwanpur,Urban,Fourth,8,0.26,1,1,92%,3.6,0,Primary,0
STU-006087,SCH-052,Public,Male,Single,0,Sindhuli,Rural,Second,13,3.88,0,1,68%,3.6,0,Upper Secondary,0
STU-006122,SCH-244,Public,Male,Single,0,Ramechhap,Urban,Richest,5,1.52,1,1,87%,4,1,Primary,0
STU-007755,SCH-485,Public,Female,Single,0,Sindhupalchok,Urban,Second,5,1.8,1,1,71%,3.2,0,Primary,0
STU-000271,SCH-065,Public,Female,Single,0,Sindhuli,Rural,Richest,8,0.13,1,1,72%,2.4,0,Primary,1
STU-006010,SCH-438,Public,Female,Single,0,Chitwan,Urban,Middle,12,2.21,1,0,67%,3.2,0,Lower Secondary,0
STU-009117,SCH-382,Public,Female,Single,0,Sindhupalchok,Rural,Second,11,2.5,0,0,68%,3.2,0,Lower Secondary,0
STU-002972,SCH-492,Public,Male,Single,0,Dhading,Urban,Middle,8,1.28,1,1,71%,2.4,0,Primary,1
STU-006194,SCH-017,Private,Female,Single,1,Rasuwa,Rural,Middle,12,2.08,0,1,65%,3.2,0,Lower Secondary,0
STU-004208,SCH-402,Public,Female,Single,0,Dolakha,Rural,Middle,10,1.38,0,0,49%,2.4,0,Lower Secondary,1
STU-003219,SCH-082,Private,Male,Single,0,Bhaktapur,Rural,Fourth,13,5.19,0,1,59%,2.4,1,Upper Secondary,1
STU-003976,SCH-138,Private,Female,Single,0,Lalitpur,Urban,Poorest,6,1.09,1,1,52%,2.4,0,Primary,1
STU-004317,SCH-366,Public,Female,Single,1,Chitwan,Rural,Richest,12,1.28,1,1,59%,2,0,Lower Secondary,1
STU-007960,SCH-242,Public,Male,Single,0,Dolakha,Rural,Richest,13,1.8,0,0,82%,3.2,2,Upper Secondary,0
STU-007345,SCH-133,Public,Female,Single,0,Makwanpur,Rural,Poorest,9,0.12,0,0,62%,3.2,0,Primary,0
STU-007449,SCH-428,Public,Female,Single,0,Sindhupalchok,Urban,Richest,7,0.46,1,1,94%,3.6,1,Primary,0
STU-009606,SCH-023,Public,Male,Single,0,Rasuwa,Rural,Richest,10,3.98,0,0,83%,3.6,0,Lower Secondary,0
STU-007636,SCH-199,Public,Female,Single,0,Sindhuli,Urban,Middle,10,1.22,1,1,96%,3.2,0,Lower Secondary,0
STU-004558,SCH-229,Public,Male,Single,0,Bhaktapur,Rural,Richest,8,0.59,1,1,73%,2.4,1,Primary,1
STU-004501,SCH-246,Private,Male,Single,0,Kathmandu,Urban,Middle,8,0.44,1,1,73%,2.8,0,Primary,1
STU-004648,SCH-386,Private,Male,Single,0,Ramechhap,Rural,Richest,9,1.18,0,0,45%,2,0,Primary,1
STU-002039,SCH-263,Public,Male,Single,0,Dolakha,Rural,Poorest,6,0.56,0,1,42%,1.6,0,Primary,1
STU-006910,SCH-281,Public,Male,Single,0,Ramechhap,Rural,Second,6,0.49,0,0,79%,2.8,0,Primary,0
STU-003955,SCH-214,Public,Female,Single,0,Dhading,Rural,Middle,12,1.99,0,1,46%,2.4,0,Lower Secondary,1
STU-002330,SCH-059,Public,Female,Single,0,Ramechhap,Urban,Poorest,9,0.67,0,1,50%,2,0,Primary,1
STU-009125,SCH-223,Public,Female,Single,0,Dolakha,Rural,Poorest,13,5.03,0,0,66%,2.8,0,Upper Secondary,0
STU-007045,SCH-356,Public,Female,Single,0,Dhading,Rural,Second,6,0.25,0,0,64%,3.2,0,Primary,0
STU-009403,SCH-421,Public,Male,Single,0,Chitwan,Rural,Poorest,14,5.46,0,0,57%,3.2,0,Upper Secondary,0
STU-005521,SCH-422,Private,Male,Single,0,Ramechhap,Rural,Fourth,9,0.91,0,0,68%,3.2,0,Primary,0
STU-008696,SCH-407,Public,Female,Single,0,Kathmandu,Urban,Middle,5,0.7,0,1,80%,3.2,0,Primary,0
STU-006866,SCH-494,Public,Male,Single,0,Dolakha,Urban,Middle,8,0.32,0,1,100%,4,0,Primary,0
STU-003787,SCH-210,Private,Male,Single,0,Dhading,Rural,Richest,7,1.37,1,1,45%,1.6,1,Primary,1
STU-004411,SCH-171,Private,Male,Single,0,Dolakha,Rural,Middle,8,0.49,0,0,55%,1.6,0,Primary,1
STU-006761,SCH-248,Public,Male,Single,0,Nuwakot,Rural,Fourth,10,1.38,0,0,75%,3.2,0,Lower Secondary,0
STU-005524,SCH-352,Public,Male,Single,0,Dolakha,Rural,Richest,8,1.95,0,0,70%,2.8,0,Primary,0
STU-005889,SCH-221,Public,Female,Single,0,Sindhuli,Urban,Middle,14,4.07,1,0,86%,3.6,0,Upper Secondary,0
STU-003009,SCH-164,Public,Female,Single,0,Sindhupalchok,Rural,Middle,9,0.66,1,0,56%,2.4,1,Primary,1
STU-001106,SCH-422,Public,Female,Single,0,Lalitpur,Urban,Middle,10,4,0,0,47%,2.4,0,Lower Secondary,1
STU-006655,SCH-077,Public,Male,Single,0,Bhaktapur,Urban,Middle,13,3.53,0,1,92%,3.6,0,Upper Secondary,0
STU-009958,SCH-347,Private,Male,Single,0,Dolakha,Rural,Middle,6,0.13,1,1,93%,3.2,1,Primary,0
STU-004957,SCH-476,Public,Male,Single,0,Kathmandu,Urban,Second,8,1.62,0,1,40%,2,0,Primary,1
STU-004370,SCH-287,Public,Male,Single,0,Makwanpur,Rural,Fourth,12,1.9,0,0,50%,2,0,Lower Secondary,1
STU-008736,SCH-065,Public,Male,Single,0,Kathmandu,Urban,Poorest,6,0.48,0,0,79%,3.2,0,Primary,0
STU-007531,SCH-283,Public,Female,Single,0,Dolakha,Urban,Middle,10,3.71,0,1,72%,3.2,0,Lower Secondary,0
STU-000629,SCH-091,Public,Female,Single,0,Bhaktapur,Urban,Middle,7,1.32,1,1,69%,2.4,0,Primary,1
STU-007013,SCH-454,Public,Male,Single,0,Chitwan,Rural,Middle,9,0.88,0,0,87%,2.8,0,Primary,0
STU-003825,SCH-002,Public,Male,Single,0,Kathmandu,Urban,Richest,9,2,1,1,64%,2.4,0,Primary,1
STU-008978,SCH-204,Public,Male,Single,0,Lalitpur,Urban,Richest,11,3.99,1,1,71%,3.2,0,Lower Secondary,0
STU-009907,SCH-162,Private,Female,Single,0,Nuwakot,Rural,Second,12,0.57,0,0,67%,3.2,0,Lower Secondary,0
STU-003319,SCH-077,Public,Male,Single,0,Dhading,Urban,Fourth,7,0.11,0,0,61%,2,0,Primary,1
STU-006344,SCH-014,Public,Female,Single,0,Bhaktapur,Urban,Second,10,2.25,1,0,76%,3.2,0,Lower Secondary,0
STU-002788,SCH-023,Private,Female,Single,0,Sindhuli,Rural,Richest,17,5.51,0,1,55%,2,0,Upper Secondary,1
STU-001677,SCH-390,Public,Female,Single,0,Sindhuli,Rural,Poorest,13,4.68,0,0,40%,2,0,Upper Secondary,1
STU-003948,SCH-413,Public,Male,Single,0,Bhaktapur,Urban,Fourth,7,1.97,1,1,70%,2.8,0,Primary,1
STU-002937,SCH-312,Public,Male,Single,0,Dolakha,Rural,Poorest,10,1.28,1,1,40%,1.6,0,Lower Secondary,1
STU-005723,SCH-073,Public,Male,Single,0,Bhaktapur,Urban,Richest,9,1.47,1,0,84%,3.2,0,Primary,0
STU-007442,SCH-436,Private,Female,Single,0,Chitwan,Rural,Second,7,0.7,1,0,83%,2.8,0,Primary,0
STU-008483,SCH-223,Private,Female,Single,0,Nuwakot,Rural,Middle,9,0.22,0,0,78%,3.6,0,Primary,0
STU-002370,SCH-464,Public,Male,Single,0,Lalitpur,Urban,Richest,10,2.96,1,1,71%,2.4,0,Lower Secondary,1
STU-004968,SCH-068,Public,Female,Single,0,Ramechhap,Rural,Fourth,8,1.43,1,0,47%,1.6,2,Primary,1
STU-006734,SCH-483,Private,Female,Single,0,Lalitpur,Urban,Second,13,3.55,0,1,86%,2.8,0,Upper Secondary,0
STU-003584,SCH-020,Public,Male,Single,0,Sindhuli,Rural,Middle,9,1.95,0,0,46%,2,0,Primary,1
STU-003620,SCH-152,Public,Male,Single,0,Rasuwa,Rural,Poorest,7,1.44,0,0,40%,1.6,0,Primary,1
STU-006433,SCH-196,Public,Male,Single,0,Nuwakot,Rural,Second,14,1.22,0,0,78%,2.8,0,Upper Secondary,0
